24,B12,FALSE,E2,A,UNKNOWN,SYBR,None,18.338,18.314,0.033,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.946,N,N,N,87.834,,,
25,C1,FALSE,F2,Acerv,UNKNOWN,SYBR,None,17.157,17.249,0.130,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.922,N,N,N,75.316,,,
26,C2,FALSE,F2,A,UNKNOWN,SYBR,None,18.483,18.468,0.021,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.973,N,N,N,87.686,,,
27,C3,FALSE,F2,Acerv,UNKNOWN,SYBR,None,17.340,17.249,0.130,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.927,N,N,N,75.582,,,
28,C4,FALSE,F2,A,UNKNOWN,SYBR,None,18.453,18.468,0.021,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.940,N,N,N,87.928,,,
29,C5,FALSE,G2,Acerv,UNKNOWN,SYBR,None,17.243,17.067,0.249,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.817,N,N,N,75.280,,,
30,C6,FALSE,G2,A,UNKNOWN,SYBR,None,17.968,18.057,0.126,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.903,N,N,N,87.620,,,
31,C7,FALSE,G2,Acerv,UNKNOWN,SYBR,None,16.890,17.067,0.249,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.840,N,N,N,75.447,,,
32,C8,FALSE,G2,A,UNKNOWN,SYBR,None,18.146,18.057,0.126,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.924,N,N,N,87.657,,,
33,C9,FALSE,H2,Acerv,UNKNOWN,SYBR,None,17.548,17.445,0.145,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.833,N,N,N,75.470,,,
34,C10,FALSE,H2,A,UNKNOWN,SYBR,None,17.944,17.957,0.018,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.905,N,N,N,87.845,,,
35,C11,FALSE,H2,Acerv,UNKNOWN,SYBR,None,17.343,17.445,0.145,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.905,N,N,N,75.464,,,
36,C12,FALSE,H2,A,UNKNOWN,SYBR,None,17.969,17.957,0.018,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.920,N,N,N,87.686,,,
37,D1,FALSE,E3,Acerv,UNKNOWN,SYBR,None,17.019,17.070,0.072,,,,,,,,TRUE,0.101,TRUE,3,12,Amp,,0.900,N,N,N,75.316,,,
38,D2,FALSE,E3,A,UNKNOWN,SYBR,None,18.408,18.333,0.105,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.921,N,N,N,87.539,,,
39,D3,FALSE,E3,Acerv,UNKNOWN,SYBR,None,17.121,17.070,0.072,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.915,N,N,N,75.582,,,
40,D4,FALSE,E3,A,UNKNOWN,SYBR,None,18.258,18.333,0.105,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.977,N,N,N,87.781,,,
41,D5,FALSE,F3,Acerv,UNKNOWN,SYBR,None,17.346,17.567,0.311,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.902,N,N,N,75.280,,,
42,D6,FALSE,F3,A,UNKNOWN,SYBR,None,18.347,18.452,0.149,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.927,N,N,N,87.620,,,
43,D7,FALSE,F3,A,UNKNOWN,SYBR,None,18.557,18.452,0.149,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.951,N,N,N,87.657,,,
44,D8,FALSE,F3,Acerv,UNKNOWN,SYBR,None,17.787,17.567,0.311,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.947,N,N,N,75.447,,,
45,D9,FALSE,G3,Acerv,UNKNOWN,SYBR,None,17.299,17.203,0.136,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.875,N,N,N,75.470,,,
46,D10,FALSE,G3,A,UNKNOWN,SYBR,None,18.264,18.153,0.157,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.952,N,N,N,87.845,,,
47,D11,FALSE,G3,Acerv,UNKNOWN,SYBR,None,17.107,17.203,0.136,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.947,N,N,N,75.464,,,
48,D12,FALSE,G3,A,UNKNOWN,SYBR,None,18.042,18.153,0.157,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.974,N,N,N,87.686,,,
49,E1,FALSE,H3,Acerv,UNKNOWN,SYBR,None,16.842,16.816,0.038,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.940,N,N,N,75.022,,,
50,E2,FALSE,H3,A,UNKNOWN,SYBR,None,17.625,17.698,0.104,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.987,N,N,N,87.539,,,
51,E3,FALSE,H3,Acerv,UNKNOWN,SYBR,None,16.789,16.816,0.038,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.966,N,N,N,75.435,,,
52,E4,FALSE,H3,A,UNKNOWN,SYBR,None,17.772,17.698,0.104,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.936,N,N,N,87.634,,,
53,E5,FALSE,E4,Acerv,UNKNOWN,SYBR,None,17.115,17.183,0.096,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.847,N,N,N,74.986,,,
54,E6,FALSE,E4,A,UNKNOWN,SYBR,None,17.899,17.919,0.028,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.886,N,N,N,87.473,,,
55,E7,FALSE,E4,Acerv,UNKNOWN,SYBR,None,17.251,17.183,0.096,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.705,Y,N,N,75.300,,,
56,E8,FALSE,E4,A,UNKNOWN,SYBR,None,17.938,17.919,0.028,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.846,N,N,N,87.657,,,
57,E9,FALSE,F4,Acerv,UNKNOWN,SYBR,None,17.074,17.061,0.019,,,,,,,,TRUE,0.101,TRUE,3,12,Amp,,0.944,N,N,N,75.176,,,
58,E10,FALSE,F4,A,UNKNOWN,SYBR,None,17.879,17.927,0.069,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.911,N,N,N,87.698,,,
59,E11,FALSE,F4,Acerv,UNKNOWN,SYBR,None,17.048,17.061,0.019,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.958,N,N,N,75.464,,,
60,E12,FALSE,F4,A,UNKNOWN,SYBR,None,17.976,17.927,0.069,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.869,N,N,N,87.686,,,
61,F1,FALSE,G4,Acerv,UNKNOWN,SYBR,None,17.230,17.065,0.234,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.881,N,N,N,75.022,,,
62,F2,FALSE,G4,A,UNKNOWN,SYBR,None,18.252,18.326,0.105,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.981,N,N,N,87.539,,,
63,F3,FALSE,G4,Acerv,UNKNOWN,SYBR,None,16.899,17.065,0.234,,,,,,,,TRUE,0.101,TRUE,3,12,Amp,,0.990,N,N,N,75.435,,,
64,F4,FALSE,G4,A,UNKNOWN,SYBR,None,18.401,18.326,0.105,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.985,N,N,N,87.634,,,
65,F5,FALSE,H4,Acerv,UNKNOWN,SYBR,None,17.461,17.809,0.492,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.886,N,N,N,75.133,,,
66,F6,FALSE,H4,A,UNKNOWN,SYBR,None,17.828,17.861,0.047,,,,,,,,TRUE,0.266,TRUE,3,11,Amp,,0.931,N,N,N,87.473,,,
67,F7,FALSE,H4,Acerv,UNKNOWN,SYBR,None,18.157,17.809,0.492,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.827,N,N,N,75.300,,,
68,F8,FALSE,H4,A,UNKNOWN,SYBR,None,17.894,17.861,0.047,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.954,N,N,N,87.657,,,
69,F9,FALSE,E5,Acerv,UNKNOWN,SYBR,None,17.613,17.383,0.326,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.884,N,N,N,75.176,,,
70,F10,FALSE,E5,A,UNKNOWN,SYBR,None,17.811,17.752,0.083,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.892,N,N,N,87.698,,,
71,F11,FALSE,E5,Acerv,UNKNOWN,SYBR,None,17.152,17.383,0.326,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.948,N,N,N,75.464,,,
72,F12,FALSE,E5,A,UNKNOWN,SYBR,None,17.693,17.752,0.083,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.936,N,N,N,87.686,,,
73,G1,FALSE,F5,Acerv,UNKNOWN,SYBR,None,16.635,16.599,0.051,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.940,N,N,N,74.874,,,
74,G2,FALSE,F5,A,UNKNOWN,SYBR,None,17.522,17.702,0.255,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.983,N,N,N,87.539,,,
75,G3,FALSE,F5,Acerv,UNKNOWN,SYBR,None,16.564,16.599,0.051,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.958,N,N,N,75.288,,,
76,G4,FALSE,F5,A,UNKNOWN,SYBR,None,17.882,17.702,0.255,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.822,N,N,N,87.634,,,
77,G5,FALSE,G5,Acerv,UNKNOWN,SYBR,None,16.757,16.979,0.314,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.904,N,N,N,75.133,,,
78,G6,FALSE,G5,A,UNKNOWN,SYBR,None,17.650,17.764,0.161,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.920,N,N,N,87.620,,,
79,G7,FALSE,G5,Acerv,UNKNOWN,SYBR,None,17.202,16.979,0.314,,,,,,,,TRUE,0.101,TRUE,3,14,Amp,,0.863,N,N,N,75.300,,,
80,G8,FALSE,G5,A,UNKNOWN,SYBR,None,17.877,17.764,0.161,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.961,N,N,N,87.657,,,
81,G9,FALSE,H5,Acerv,UNKNOWN,SYBR,None,17.337,17.267,0.099,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.761,Y,N,N,75.028,,,
82,G10,FALSE,H5,A,UNKNOWN,SYBR,None,18.057,18.030,0.039,,,,,,,,TRUE,0.266,TRUE,3,14,Amp,,0.898,N,N,N,87.698,,,
83,G11,FALSE,H5,Acerv,UNKNOWN,SYBR,None,17.197,17.267,0.099,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.955,N,N,N,75.464,,,
84,G12,FALSE,H5,A,UNKNOWN,SYBR,None,18.003,18.030,0.039,,,,,,,,TRUE,0.266,TRUE,3,14,Amp,,0.922,N,N,N,87.686,,,
85,H1,FALSE,+,Acerv,UNKNOWN,SYBR,None,22.790,22.453,0.477,,,,,,,,TRUE,0.101,TRUE,3,19,Amp,,0.952,N,N,N,75.169,,,
86,H2,FALSE,+,A,UNKNOWN,SYBR,None,13.786,13.887,0.144,,,,,,,,TRUE,0.266,TRUE,3,9,Amp,,0.968,N,N,N,87.539,,,
87,H3,FALSE,E6,Acerv,UNKNOWN,SYBR,None,17.309,17.168,0.199,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.756,Y,N,N,74.994,,,
88,H4,FALSE,E6,A,UNKNOWN,SYBR,None,17.983,17.975,0.011,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.841,N,N,N,87.634,,,
89,H5,FALSE,E6,Acerv,UNKNOWN,SYBR,None,17.028,17.168,0.199,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.862,N,N,N,75.280,,,
90,H6,FALSE,E6,A,UNKNOWN,SYBR,None,17.968,17.975,0.011,,,,,,,,TRUE,0.266,TRUE,3,12,Amp,,0.982,N,N,N,87.620,,,
91,H7,FALSE,F6,Acerv,UNKNOWN,SYBR,None,17.448,17.185,0.372,,,,,,,,TRUE,0.101,TRUE,3,13,Amp,,0.642,Y,N,N,75.006,,,
92,H8,FALSE,F6,A,UNKNOWN,SYBR,None,17.663,17.793,0.183,,,,,,,,TRUE,0.266,TRUE,3,11,Amp,,0.947,N,N,N,87.657,,,
93,H9,FALSE,F6,Acerv,UNKNOWN,SYBR,None,16.922,17.185,0.372,,,,,,,,TRUE,0.101,TRUE,3,12,Amp,,0.871,N,N,N,75.323,,,
94,H10,FALSE,F6,A,UNKNOWN,SYBR,None,17.922,17.793,0.183,,,,,,,,TRUE,0.266,TRUE,3,13,Amp,,0.953,N,N,N,87.698,,,
95,H11,FALSE,NTC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.101,TRUE,3,39,No Amp,,0.000,N,N,N,60.002,,,
96,H12,FALSE,NTC,A,NTC,SYBR,None,36.976,,,,,,,,,,TRUE,0.266,TRUE,3,29,Inconclusive,,0.873,N,Y,N,88.128,92.104,,
