23,B11,FALSE,A180,Acerv,UNKNOWN,SYBR,None,24.866,24.803,0.088,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.981,N,N,N,N,74.107,,,
24,B12,FALSE,A180,A,UNKNOWN,SYBR,None,20.611,20.676,0.092,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.765,Y,N,N,N,85.54,,,
25,C1,FALSE,228,Acerv,UNKNOWN,SYBR,None,23.774,23.722,0.073,,,,,,,,TRUE,0.233,TRUE,3,18,Amp,,0.971,N,N,N,N,74.106,,,
26,C2,FALSE,228,A,UNKNOWN,SYBR,None,21.029,20.87,0.225,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.777,Y,N,N,N,85.54,,,
27,C3,FALSE,228,Acerv,UNKNOWN,SYBR,None,23.671,23.722,0.073,,,,,,,,TRUE,0.233,TRUE,3,18,Amp,,0.979,N,N,N,N,74.239,,,
28,C4,FALSE,228,A,UNKNOWN,SYBR,None,20.71,20.87,0.225,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.753,Y,N,N,N,85.956,,,
29,C5,FALSE,230,Acerv,UNKNOWN,SYBR,None,24.387,24.297,0.126,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.964,N,N,N,N,74.223,,,
30,C6,FALSE,230,A,UNKNOWN,SYBR,None,20.61,20.539,0.1,,,,,,,,TRUE,0.095,TRUE,3,16,Amp,,0.763,Y,N,N,N,85.631,,,
31,C7,FALSE,230,Acerv,UNKNOWN,SYBR,None,24.208,24.297,0.126,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.981,N,N,N,N,74.092,,,
32,C8,FALSE,230,A,UNKNOWN,SYBR,None,20.469,20.539,0.1,,,,,,,,TRUE,0.095,TRUE,3,16,Amp,,0.734,Y,N,N,N,85.663,,,
33,C9,FALSE,281,Acerv,UNKNOWN,SYBR,None,24.046,23.864,0.259,,,,,,,,TRUE,0.233,TRUE,3,18,Amp,,0.983,N,N,N,N,74.412,,,
34,C10,FALSE,281,A,UNKNOWN,SYBR,None,20.943,21.11,0.235,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.756,Y,N,N,N,85.853,,,
35,C11,FALSE,281,Acerv,UNKNOWN,SYBR,None,23.681,23.864,0.259,,,,,,,,TRUE,0.233,TRUE,3,17,Amp,,0.981,N,N,N,N,74.107,,,
36,C12,FALSE,281,A,UNKNOWN,SYBR,None,21.276,21.11,0.235,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.793,Y,N,N,N,85.688,,,
37,D1,FALSE,A011,Acerv,UNKNOWN,SYBR,None,23.745,23.78,0.05,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.964,N,N,N,N,74.106,,,
38,D2,FALSE,A011,A,UNKNOWN,SYBR,None,21.253,21.05,0.287,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.785,Y,N,N,N,85.54,,,
39,D3,FALSE,A011,Acerv,UNKNOWN,SYBR,None,23.816,23.78,0.05,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.982,N,N,N,N,74.239,,,
40,D4,FALSE,A011,A,UNKNOWN,SYBR,None,20.847,21.05,0.287,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.774,Y,N,N,N,85.808,,,
41,D5,FALSE,A064,Acerv,UNKNOWN,SYBR,None,25.597,25.614,0.024,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.981,N,N,N,N,74.075,,,
42,D6,FALSE,A064,A,UNKNOWN,SYBR,None,21.163,21.006,0.222,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.78,Y,N,N,N,85.483,,,
43,D7,FALSE,A064,Acerv,UNKNOWN,SYBR,None,25.631,25.614,0.024,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.991,N,N,N,N,74.092,,,
44,D8,FALSE,A064,A,UNKNOWN,SYBR,None,20.849,21.006,0.222,,,,,,,,TRUE,0.095,TRUE,3,16,Amp,,0.723,Y,N,N,N,85.663,,,
45,D9,FALSE,A100,Acerv,UNKNOWN,SYBR,None,23.512,23.443,0.098,,,,,,,,TRUE,0.233,TRUE,3,18,Amp,,0.988,N,N,N,N,74.264,,,
46,D10,FALSE,A100,A,UNKNOWN,SYBR,None,21.545,21.613,0.096,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.79,Y,N,N,N,85.853,,,
47,D11,FALSE,A100,Acerv,UNKNOWN,SYBR,None,23.373,23.443,0.098,,,,,,,,TRUE,0.233,TRUE,3,18,Amp,,0.976,N,N,N,N,74.255,,,
48,D12,FALSE,A100,A,UNKNOWN,SYBR,None,21.681,21.613,0.096,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.804,N,N,N,N,85.392,,,
49,E1,FALSE,A125,Acerv,UNKNOWN,SYBR,None,25.357,25.442,0.12,,,,,,,,TRUE,0.233,TRUE,3,21,Amp,,0.979,N,N,N,N,74.106,,,
50,E2,FALSE,A125,A,UNKNOWN,SYBR,None,21.757,21.504,0.358,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.794,Y,N,N,N,85.54,,,
51,E3,FALSE,A125,Acerv,UNKNOWN,SYBR,None,25.526,25.442,0.12,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.979,N,N,N,N,74.239,,,
52,E4,FALSE,A125,A,UNKNOWN,SYBR,None,21.25,21.504,0.358,,,,,,,,TRUE,0.095,TRUE,3,15,Amp,,0.756,Y,N,N,N,85.808,,,
53,E5,FALSE,A152,Acerv,UNKNOWN,SYBR,None,25.086,25.151,0.093,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.982,N,N,N,N,74.075,,,
54,E6,FALSE,A152,A,UNKNOWN,SYBR,None,20.793,20.784,0.012,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.702,Y,N,N,N,85.631,,,
55,E7,FALSE,A152,Acerv,UNKNOWN,SYBR,None,25.217,25.151,0.093,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.987,N,N,N,N,74.092,,,
56,E8,FALSE,A152,A,UNKNOWN,SYBR,None,20.775,20.784,0.012,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.739,Y,N,N,N,85.514,,,
57,E9,FALSE,A175,Acerv,UNKNOWN,SYBR,None,26.18,26.196,0.023,,,,,,,,TRUE,0.233,TRUE,3,21,Amp,,0.984,N,N,N,N,74.264,,,
58,E10,FALSE,A175,A,UNKNOWN,SYBR,None,21.098,22.068,1.371,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.772,Y,N,N,Y,85.853,,,
59,E11,FALSE,A175,Acerv,UNKNOWN,SYBR,None,26.212,26.196,0.023,,,,,,,,TRUE,0.233,TRUE,3,22,Amp,,0.981,N,N,N,N,74.255,,,
60,E12,FALSE,A175,A,UNKNOWN,SYBR,None,23.037,22.068,1.371,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.732,Y,Y,N,Y,85.54,76.482,,
61,F1,FALSE,201,Acerv,UNKNOWN,SYBR,None,23.624,23.687,0.089,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.975,N,N,N,N,74.106,,,
62,F2,FALSE,201,A,UNKNOWN,SYBR,None,21.388,21.455,0.095,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.739,Y,N,N,N,85.54,,,
63,F3,FALSE,201,Acerv,UNKNOWN,SYBR,None,23.75,23.687,0.089,,,,,,,,TRUE,0.233,TRUE,3,18,Amp,,0.978,N,N,N,N,74.239,,,
64,F4,FALSE,201,A,UNKNOWN,SYBR,None,21.522,21.455,0.095,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.752,Y,N,N,N,85.808,,,
65,F5,FALSE,289,Acerv,UNKNOWN,SYBR,None,24.062,24.731,0.946,,,,,,,,TRUE,0.233,TRUE,3,18,Amp,,0.974,N,N,N,Y,74.075,,,
66,F6,FALSE,289,A,UNKNOWN,SYBR,None,21.478,21.397,0.113,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.751,Y,N,N,N,85.631,,,
67,F7,FALSE,289,Acerv,UNKNOWN,SYBR,None,25.4,24.731,0.946,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.925,N,N,N,Y,74.24,,,
68,F8,FALSE,289,A,UNKNOWN,SYBR,None,21.317,21.397,0.113,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.771,Y,N,N,N,85.663,,,
69,F9,FALSE,235,Acerv,UNKNOWN,SYBR,None,24.614,24.443,0.241,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.991,N,N,N,N,74.264,,,
70,F10,FALSE,235,A,UNKNOWN,SYBR,None,20.941,21.05,0.154,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.764,Y,N,N,N,85.704,,,
71,F11,FALSE,235,Acerv,UNKNOWN,SYBR,None,24.273,24.443,0.241,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.978,N,N,N,N,74.255,,,
72,F12,FALSE,235,A,UNKNOWN,SYBR,None,21.159,21.05,0.154,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.797,Y,N,N,N,85.688,,,
73,G1,FALSE,A012,Acerv,UNKNOWN,SYBR,None,24.863,24.85,0.019,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.929,N,N,N,N,73.958,,,
74,G2,FALSE,A012,A,UNKNOWN,SYBR,None,21.693,21.785,0.129,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.771,Y,N,N,N,85.54,,,
75,G3,FALSE,A012,Acerv,UNKNOWN,SYBR,None,24.837,24.85,0.019,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.983,N,N,N,N,74.239,,,
76,G4,FALSE,A012,A,UNKNOWN,SYBR,None,21.876,21.785,0.129,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.768,Y,N,N,N,85.808,,,
77,G5,FALSE,A028,Acerv,UNKNOWN,SYBR,None,25.376,25.304,0.101,,,,,,,,TRUE,0.233,TRUE,3,21,Amp,,0.982,N,N,N,N,74.075,,,
78,G6,FALSE,A028,A,UNKNOWN,SYBR,None,22.428,22.383,0.063,,,,,,,,TRUE,0.095,TRUE,3,19,Amp,,0.839,N,N,N,N,85.483,,,
79,G7,FALSE,A028,Acerv,UNKNOWN,SYBR,None,25.233,25.304,0.101,,,,,,,,TRUE,0.233,TRUE,3,20,Amp,,0.978,N,N,N,N,74.24,,,
80,G8,FALSE,A028,A,UNKNOWN,SYBR,None,22.339,22.383,0.063,,,,,,,,TRUE,0.095,TRUE,3,18,Amp,,0.83,N,N,N,N,85.663,,,
81,G9,FALSE,A047,Acerv,UNKNOWN,SYBR,None,27.219,27.227,0.012,,,,,,,,TRUE,0.233,TRUE,3,21,Amp,,0.992,N,N,N,N,74.115,,,
82,G10,FALSE,A047,A,UNKNOWN,SYBR,None,21.235,21.559,0.459,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.78,Y,N,N,N,85.704,,,
83,G11,FALSE,A047,Acerv,UNKNOWN,SYBR,None,27.235,27.227,0.012,,,,,,,,TRUE,0.233,TRUE,3,22,Amp,,0.988,N,N,N,N,74.255,,,
84,G12,FALSE,A047,A,UNKNOWN,SYBR,None,21.883,21.559,0.459,,,,,,,,TRUE,0.095,TRUE,3,16,Amp,,0.849,N,N,N,N,85.688,,,
85,H1,FALSE,+,Acerv,UNKNOWN,SYBR,None,8.095,8.09,0.008,,,,,,,,TRUE,0.233,TRUE,3,4,Amp,,0.903,N,N,N,N,73.958,,,
86,H2,FALSE,+,A,UNKNOWN,SYBR,None,7.828,7.689,0.196,,,,,,,,TRUE,0.095,TRUE,3,5,Amp,,0.457,Y,N,N,N,85.243,,,
87,H3,FALSE,A069,Acerv,UNKNOWN,SYBR,None,24.92,24.9,0.028,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.982,N,N,N,N,74.091,,,
88,H4,FALSE,A069,A,UNKNOWN,SYBR,None,21.144,21.167,0.032,,,,,,,,TRUE,0.095,TRUE,3,17,Amp,,0.752,Y,N,N,N,85.66,,,
89,H5,FALSE,A069,Acerv,UNKNOWN,SYBR,None,24.88,24.9,0.028,,,,,,,,TRUE,0.233,TRUE,3,19,Amp,,0.968,N,N,N,N,74.075,,,
90,H6,FALSE,A069,A,UNKNOWN,SYBR,None,21.19,21.167,0.032,,,,,,,,TRUE,0.095,TRUE,3,16,Amp,,0.766,Y,N,N,N,85.631,,,
91,H7,FALSE,NEC,Acerv,NTC,SYBR,None,39.602,,,,,,,,,,TRUE,0.233,TRUE,3,34,No Amp,,0,N,N,N,N,75.427,,,
92,H8,FALSE,NEC,A,NTC,SYBR,None,34.702,,,,,,,,,,TRUE,0.095,TRUE,3,30,Amp,,0.949,N,N,Y,N,79.729,,,
93,H9,FALSE,NEC,Acerv,NTC,SYBR,None,33.657,,,,,,,,,,TRUE,0.233,TRUE,3,28,Amp,,0.994,N,N,Y,N,74.264,,,
94,H10,FALSE,NEC,A,NTC,SYBR,None,35.287,,,,,,,,,,TRUE,0.095,TRUE,3,31,Inconclusive,,0.947,N,Y,N,N,81.693,77.087,66.835,
95,H11,FALSE,NTC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.233,TRUE,3,39,No Amp,,0,N,Y,N,N,77.819,82.57,90.589,68.167
96,H12,FALSE,NTC,A,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.095,TRUE,3,35,No Amp,,0,N,N,N,N,77.522,,,
