23,B11,FALSE,Sample 21,Acerv,UNKNOWN,SYBR,None,25.413,25.456,0.061,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.966,N,N,N,75.314,,,
24,B12,FALSE,Sample 21,A,UNKNOWN,SYBR,None,22.691,22.624,0.095,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.956,N,N,N,87.830,,,
25,C1,FALSE,Sample 26,Acerv,UNKNOWN,SYBR,None,24.875,24.655,0.311,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.950,N,N,N,75.312,,,
26,C2,FALSE,Sample 26,A,UNKNOWN,SYBR,None,22.469,22.461,0.012,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.976,N,N,N,87.679,,,
27,C3,FALSE,Sample 26,Acerv,UNKNOWN,SYBR,None,24.436,24.655,0.311,,,,,,,,TRUE,0.177,TRUE,3,19,Amp,,0.965,N,N,N,75.293,,,
28,C4,FALSE,Sample 26,A,UNKNOWN,SYBR,None,22.452,22.461,0.012,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.973,N,N,N,87.792,,,
29,C5,FALSE,Sample 27,Acerv,UNKNOWN,SYBR,None,25.441,25.370,0.100,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.968,N,N,N,75.140,,,
30,C6,FALSE,Sample 27,A,UNKNOWN,SYBR,None,22.290,22.293,0.005,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.980,N,N,N,87.634,,,
31,C7,FALSE,Sample 27,Acerv,UNKNOWN,SYBR,None,25.300,25.370,0.100,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.961,N,N,N,75.144,,,
32,C8,FALSE,Sample 27,A,UNKNOWN,SYBR,None,22.297,22.293,0.005,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.986,N,N,N,87.788,,,
33,C9,FALSE,Sample 31,Acerv,UNKNOWN,SYBR,None,24.758,24.718,0.055,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.968,N,N,N,75.318,,,
34,C10,FALSE,Sample 31,A,UNKNOWN,SYBR,None,22.651,22.745,0.133,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.984,N,N,N,87.838,,,
35,C11,FALSE,Sample 31,Acerv,UNKNOWN,SYBR,None,24.679,24.718,0.055,,,,,,,,TRUE,0.177,TRUE,3,19,Amp,,0.974,N,N,N,75.314,,,
36,C12,FALSE,Sample 31,A,UNKNOWN,SYBR,None,22.839,22.745,0.133,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.945,N,N,N,87.830,,,
37,D1,FALSE,Sample 67,Acerv,UNKNOWN,SYBR,None,24.423,24.265,0.224,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.974,N,N,N,75.164,,,
38,D2,FALSE,Sample 67,A,UNKNOWN,SYBR,None,22.265,22.290,0.036,,,,,,,,TRUE,0.469,TRUE,3,15,Amp,,0.970,N,N,N,87.679,,,
39,D3,FALSE,Sample 67,Acerv,UNKNOWN,SYBR,None,24.107,24.265,0.224,,,,,,,,TRUE,0.177,TRUE,3,18,Amp,,0.966,N,N,N,75.293,,,
40,D4,FALSE,Sample 67,A,UNKNOWN,SYBR,None,22.315,22.290,0.036,,,,,,,,TRUE,0.469,TRUE,3,15,Amp,,0.973,N,N,N,87.792,,,
41,D5,FALSE,Sample 74,Acerv,UNKNOWN,SYBR,None,26.315,26.353,0.054,,,,,,,,TRUE,0.177,TRUE,3,22,Amp,,0.974,N,N,N,75.140,,,
42,D6,FALSE,Sample 74,A,UNKNOWN,SYBR,None,22.728,22.685,0.060,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.975,N,N,N,87.634,,,
43,D7,FALSE,Sample 74,Acerv,UNKNOWN,SYBR,None,26.392,26.353,0.054,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.969,N,N,N,75.144,,,
44,D8,FALSE,Sample 74,A,UNKNOWN,SYBR,None,22.643,22.685,0.060,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.991,N,N,N,87.641,,,
45,D9,FALSE,Sample 79,Acerv,UNKNOWN,SYBR,None,24.865,24.423,0.625,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.666,N,Y,Y,75.318,,,
46,D10,FALSE,Sample 79,A,UNKNOWN,SYBR,None,22.979,23.032,0.075,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.977,N,N,N,87.838,,,
47,D11,FALSE,Sample 79,Acerv,UNKNOWN,SYBR,None,23.981,24.423,0.625,,,,,,,,TRUE,0.177,TRUE,3,18,Amp,,0.971,N,N,Y,75.314,,,
48,D12,FALSE,Sample 79,A,UNKNOWN,SYBR,None,23.086,23.032,0.075,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.963,N,N,N,87.682,,,
49,E1,FALSE,Sample 82,Acerv,UNKNOWN,SYBR,None,26.091,26.013,0.112,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.971,N,N,N,75.164,,,
50,E2,FALSE,Sample 82,A,UNKNOWN,SYBR,None,23.103,23.029,0.104,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.976,N,N,N,87.679,,,
51,E3,FALSE,Sample 82,Acerv,UNKNOWN,SYBR,None,25.934,26.013,0.112,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.969,N,N,N,75.146,,,
52,E4,FALSE,Sample 82,A,UNKNOWN,SYBR,None,22.956,23.029,0.104,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.976,N,N,N,87.792,,,
53,E5,FALSE,Sample 84,Acerv,UNKNOWN,SYBR,None,25.759,25.795,0.051,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.980,N,N,N,75.140,,,
54,E6,FALSE,Sample 84,A,UNKNOWN,SYBR,None,22.479,22.528,0.068,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.972,N,N,N,87.634,,,
55,E7,FALSE,Sample 84,Acerv,UNKNOWN,SYBR,None,25.831,25.795,0.051,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.970,N,N,N,75.144,,,
56,E8,FALSE,Sample 84,A,UNKNOWN,SYBR,None,22.576,22.528,0.068,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.978,N,N,N,87.641,,,
57,E9,FALSE,Sample 87,Acerv,UNKNOWN,SYBR,None,27.142,27.067,0.106,,,,,,,,TRUE,0.177,TRUE,3,22,Amp,,0.967,N,N,N,75.318,,,
58,E10,FALSE,Sample 87,A,UNKNOWN,SYBR,None,22.972,23.064,0.130,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.978,N,N,N,87.838,,,
59,E11,FALSE,Sample 87,Acerv,UNKNOWN,SYBR,None,26.992,27.067,0.106,,,,,,,,TRUE,0.177,TRUE,3,22,Amp,,0.964,N,N,N,75.166,,,
60,E12,FALSE,Sample 87,A,UNKNOWN,SYBR,None,23.156,23.064,0.130,,,,,,,,TRUE,0.469,TRUE,3,18,Amp,,0.921,N,N,N,87.682,,,
61,F1,FALSE,Sample 90,Acerv,UNKNOWN,SYBR,None,24.058,24.096,0.054,,,,,,,,TRUE,0.177,TRUE,3,19,Amp,,0.969,N,N,N,75.164,,,
62,F2,FALSE,Sample 90,A,UNKNOWN,SYBR,None,22.677,22.827,0.211,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.979,N,N,N,87.531,,,
63,F3,FALSE,Sample 90,Acerv,UNKNOWN,SYBR,None,24.134,24.096,0.054,,,,,,,,TRUE,0.177,TRUE,3,19,Amp,,0.976,N,N,N,75.146,,,
64,F4,FALSE,Sample 90,A,UNKNOWN,SYBR,None,22.976,22.827,0.211,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.980,N,N,N,87.645,,,
65,F5,FALSE,Sample 97,Acerv,UNKNOWN,SYBR,None,24.959,25.399,0.622,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.979,N,N,Y,75.140,,,
66,F6,FALSE,Sample 97,A,UNKNOWN,SYBR,None,22.882,22.932,0.071,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.975,N,N,N,87.634,,,
67,F7,FALSE,Sample 97,Acerv,UNKNOWN,SYBR,None,25.838,25.399,0.622,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.951,N,N,Y,75.291,,,
68,F8,FALSE,Sample 97,A,UNKNOWN,SYBR,None,22.982,22.932,0.071,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.972,N,N,N,87.641,,,
69,F9,FALSE,Sample 125,Acerv,UNKNOWN,SYBR,None,25.277,25.261,0.023,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.965,N,N,N,75.171,,,
70,F10,FALSE,Sample 125,A,UNKNOWN,SYBR,None,22.757,22.785,0.040,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.975,N,N,N,87.691,,,
71,F11,FALSE,Sample 125,Acerv,UNKNOWN,SYBR,None,25.244,25.261,0.023,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.968,N,N,N,75.166,,,
72,F12,FALSE,Sample 125,A,UNKNOWN,SYBR,None,22.813,22.785,0.040,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.912,N,N,N,87.682,,,
73,G1,FALSE,Sample 131,Acerv,UNKNOWN,SYBR,None,25.719,25.731,0.017,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.972,N,N,N,75.017,,,
74,G2,FALSE,Sample 131,A,UNKNOWN,SYBR,None,23.008,23.122,0.162,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.974,N,N,N,87.531,,,
75,G3,FALSE,Sample 131,Acerv,UNKNOWN,SYBR,None,25.743,25.731,0.017,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.968,N,N,N,75.146,,,
76,G4,FALSE,Sample 131,A,UNKNOWN,SYBR,None,23.237,23.122,0.162,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.972,N,N,N,87.792,,,
77,G5,FALSE,Sample 134,Acerv,UNKNOWN,SYBR,None,25.981,25.891,0.128,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.973,N,N,N,75.140,,,
78,G6,FALSE,Sample 134,A,UNKNOWN,SYBR,None,22.826,22.946,0.169,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.976,N,N,N,87.634,,,
79,G7,FALSE,Sample 134,Acerv,UNKNOWN,SYBR,None,25.801,25.891,0.128,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.957,N,N,N,75.144,,,
80,G8,FALSE,Sample 134,A,UNKNOWN,SYBR,None,23.065,22.946,0.169,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.969,N,N,N,87.641,,,
81,G9,FALSE,Sample 136,Acerv,UNKNOWN,SYBR,None,28.147,28.120,0.038,,,,,,,,TRUE,0.177,TRUE,3,23,Amp,,0.959,N,N,N,75.024,,,
82,G10,FALSE,Sample 136,A,UNKNOWN,SYBR,None,23.041,22.913,0.182,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.949,N,N,N,87.691,,,
83,G11,FALSE,Sample 136,Acerv,UNKNOWN,SYBR,None,28.093,28.120,0.038,,,,,,,,TRUE,0.177,TRUE,3,23,Amp,,0.972,N,N,N,75.166,,,
84,G12,FALSE,Sample 136,A,UNKNOWN,SYBR,None,22.784,22.913,0.182,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.970,N,N,N,87.830,,,
85,H1,FALSE,+,Acerv,UNKNOWN,SYBR,None,20.979,20.897,0.116,,,,,,,,TRUE,0.177,TRUE,3,14,Amp,,0.971,N,N,N,75.164,,,
86,H2,FALSE,+,A,UNKNOWN,SYBR,None,9.802,9.968,0.234,,,,,,,,TRUE,0.469,TRUE,3,5,Amp,,0.944,N,N,N,87.531,,,
87,H3,FALSE,Sample 139,Acerv,UNKNOWN,SYBR,None,25.433,25.546,0.160,,,,,,,,TRUE,0.177,TRUE,3,21,Amp,,0.969,N,N,N,74.999,,,
88,H4,FALSE,Sample 139,A,UNKNOWN,SYBR,None,22.885,22.965,0.113,,,,,,,,TRUE,0.469,TRUE,3,16,Amp,,0.978,N,N,N,87.645,,,
89,H5,FALSE,Sample 139,Acerv,UNKNOWN,SYBR,None,25.659,25.546,0.160,,,,,,,,TRUE,0.177,TRUE,3,20,Amp,,0.975,N,N,N,74.993,,,
90,H6,FALSE,Sample 139,A,UNKNOWN,SYBR,None,23.044,22.965,0.113,,,,,,,,TRUE,0.469,TRUE,3,17,Amp,,0.968,N,N,N,87.634,,,
91,H7,FALSE,NEC,Acerv,NTC,SYBR,None,39.321,,,,,,,,,,TRUE,0.177,TRUE,3,34,Inconclusive,,0.000,N,N,N,76.173,,,
92,H8,FALSE,NEC,A,NTC,SYBR,None,37.275,,,,,,,,,,TRUE,0.469,TRUE,3,30,Amp,,0.939,N,N,N,83.525,,,
93,H9,FALSE,NEC,Acerv,NTC,SYBR,None,35.739,,,,,,,,,,TRUE,0.177,TRUE,3,31,Inconclusive,,0.946,N,N,N,74.729,,,
94,H10,FALSE,NEC,A,NTC,SYBR,None,36.390,,,,,,,,,,TRUE,0.469,TRUE,3,30,Amp,,0.963,N,N,N,85.040,,,
95,H11,FALSE,NTC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.177,TRUE,3,39,No Amp,,0.000,N,N,N,60.000,,,
96,H12,FALSE,NTC,A,NTC,SYBR,None,36.542,,,,,,,,,,TRUE,0.469,TRUE,3,30,Amp,,0.892,N,N,N,83.707,,,
