Sample.Name,Genotype,Notes,Nutrients,Disease,Timepoint,File.Name,A.CT.mean,Acerv.CT.mean,A.CT.sd,Acerv.CT.sd,A.reps,Acerv.reps,A.Acerv
235,FM6,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.3575,23.61,0.109601551,0.175362482,2,2,2.558046821
235,FM6,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.05,24.4435,0.154149278,0.241123412,2,2,2.820679347
244,FM6,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,23.034,23.3715,0.487903679,0.33163308,2,2,0.339161113
244,FM6,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,22.8285,22.989,0.724784451,0.296984848,2,2,0.300001719
245,FM6,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.8705,23.972,0.132228968,0.055154329,2,2,2.303843425
245,FM6,,Ambient,Placebo,T1,DK_T1_Subsample_2.csv,22.2165,25.9825,0.426385389,0.355674711,2,2,3.651635261
245,FM6,,Ambient,Placebo,T1,DK_T1_Subsample_2_redo.csv,22.486,25.566,NA,0.37335238,1,2,2.269764583
263,FM14,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,22.4085,23.915,0.071417785,0.015556349,2,2,0.762623383
263,FM14,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,22.14,23.4925,0.045254834,0.102530483,2,2,0.685411675
268,FM14,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.7295,23.27,0.140714249,0.82165808,2,2,1.561619173
268,FM14,,Ambient,Placebo,T1,DK_T1_Subsample_2.csv,22.354,24.1045,0.185261977,0.053033009,2,2,0.903153222
268,FM14,,Ambient,Placebo,T1,DK_T1_Subsample_2_redo.csv,22.3185,23.725,0.142128463,0.12303658,2,2,0.711552776
281,FM14,,Ambient,Pathogen,T1,DK_T1_Subsample_1.csv,22.02,24.57,0.106066017,0.22627417,2,2,1.571936207
281,FM14,,Ambient,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,20.64,24.21,0.117379726,0.596798123,2,2,3.187759238
281,FM14,,Ambient,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.1095,23.8635,0.235466558,0.258093975,2,2,1.810693892
289,FM14,,NH4,Pathogen,T1,DK_T1_Subsample_1.csv,22.2145,24.9885,0.016263456,0.113844192,2,2,1.835970236
289,FM14,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.7925,23.1775,0.000707107,0.176069589,2,2,1.402054734
289,FM14,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.3975,24.731,0.113844192,0.946108873,2,2,2.70577649
410,K2,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,21.2095,26.2595,0.118086832,0.060104076,2,2,8.892214013
410,K2,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,20.9205,26.435,0.086974134,0.842871283,2,2,12.26982418
A004,Kelsey-1,,Ambient,Pathogen,T1,DK_T1_Subsample_1.csv,22.6985,24.66,0.044547727,0.257386868,2,2,1.045391019
A004,Kelsey-1,,Ambient,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,21.854,23.7175,0.18667619,0.214253355,2,2,0.976737418
A004,Kelsey-1,,Ambient,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.8255,23.944,0.043133514,0.026870058,2,2,1.165575672
A006,U44,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.9015,26.5875,0.091216775,0.137885822,2,2,13.81862985
A006,U44,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,22.808,27.8515,0.080610173,0.012020815,2,2,8.852240645
A006,U44,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,22.5855,27.4605,0.263750829,0.034648232,2,2,7.876434346
A011,U44,,NH4,Pathogen,T1,DK_T1_Subsample_1.csv,22.026,24.5155,0.008485281,0.214253355,2,2,1.507379493
A011,U44,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,20.399,23.751,0.188090404,0.183847763,2,2,2.740696681
A011,U44,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.05,23.7805,0.287085353,0.050204581,2,2,1.78143849
A012,Kelsey-1,,Ambient,Placebo,T1,DK_T1_Subsample_1.csv,22.594,25.769,0.156977705,0.053740115,2,2,2.424257035
A012,Kelsey-1,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,21.107,24.1785,0.015556349,0.279307179,2,2,2.256431013
A012,Kelsey-1,,Ambient,Placebo,T1,DK_T1_Subsample_1_redo.csv,21.7845,24.85,0.129400541,0.018384776,2,2,2.247066267
A013,Kelsey-1,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_1_re extract_plate2.csv,22.2845,22.525,0.149199531,0.445477272,2,2,0.317107229
A013,Kelsey-1,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,24.231,23.9015,0.004242641,0.023334524,2,2,0.213608753
A013,Kelsey-1,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,24.0255,23.4015,0.031819805,0.026162951,2,2,0.174166936
A014,Kelsey-1,,NH4,Placebo,T1,DK_T1_Subsample_2.csv,23.7775,23.704,0.168998521,0.171119841,2,2,0.255083709
A014,Kelsey-1,,NH4,Placebo,T1,DK_T1_Subsample_2_redo.csv,23.7255,23.303,0.137885822,0.223445743,2,2,0.200273393
A020,Cooper-9,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_1_re extract_plate2.csv,19.8565,22.8175,0.1251579,0.321733585,2,2,2.090057555
A020,Cooper-9,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,21.942,24.389,0.009899495,0.06363961,2,2,1.46362166
A020,Cooper-9,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,22.0785,24.0885,0.306177236,0.348603643,2,2,1.081131994
A028,Cooper-9,,Ambient,Placebo,T1,DK_T1_Subsample_1.csv,23.158,26.028,0.12303658,0.28991378,2,2,1.962295988
A028,Cooper-9,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.7845,24.2975,0.195868578,0.163341666,2,2,3.064268404
A028,Cooper-9,,Ambient,Placebo,T1,DK_T1_Subsample_1_redo.csv,22.3835,25.3045,0.062932504,0.10111627,2,2,2.032904821
A036,Cooper-9,,NH4,Placebo,T1,DK_T1_Subsample_2.csv,22.717,23.3225,0.376180808,0.136471609,2,2,0.408396575
A036,Cooper-9,,NH4,Placebo,T1,DK_T1_Subsample_2_redo.csv,22.644,23.085,0.101823376,0.079195959,2,2,0.364386817
A042,Acerv2,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_1_re extract_plate2.csv,19.7485,24.5755,0.094045202,0.006363961,2,2,7.618688504
A042,Acerv2,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,22.504,25.8675,0.311126984,0.023334524,2,2,2.762630606
A042,Acerv2,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,21.967,25.4215,0.036769553,0.195868578,2,2,2.942500521
A047,Acerv2,,Ambient,Placebo,T1,DK_T1_Subsample_1.csv,22.694,28.0285,0.045254834,0.193040151,2,2,10.83061057
A047,Acerv2,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.552,26.0225,0.01979899,0.18455487,2,2,11.9012621
A047,Acerv2,,Ambient,Placebo,T1,DK_T1_Subsample_1_redo.csv,21.559,27.227,0.458205194,0.011313708,2,2,13.64729074
A051,Acerv2,,NH4,Placebo,T1,DK_T1_Subsample_2.csv,22.7435,23.9705,0.065760931,0.098287843,2,2,0.628307484
A051,Acerv2,,NH4,Placebo,T1,DK_T1_Subsample_2_redo.csv,22.7205,23.477,0.154856385,0.06363961,2,2,0.453458576
A064,Elkhorn,,NH4,Pathogen,T1,DK_T1_Subsample_1.csv,22.038,26.463,0.164048773,0.125865007,2,2,5.76588743
A064,Elkhorn,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,20.5955,25.5885,0.218495995,0.225567063,2,2,8.547737898
A064,Elkhorn,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.006,25.614,0.222031529,0.024041631,2,2,6.545678167
A065,Elkhorn,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.6705,22.887,0.178898016,0.110308658,2,2,1.247502469
A065,Elkhorn,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,22.992,25.1745,0.272943218,0.201525433,2,2,1.218446301
A065,Elkhorn,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,22.623,24.529,0.056568542,0.223445743,2,2,1.005938894
A066,Elkhorn,,Ambient,Pathogen,T1,DK_T1_Subsample_1.csv,21.7355,26.573,0.109601551,0.571342279,2,2,7.674339936
A066,Elkhorn,,Ambient,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,20.352,25.662,0.227688384,0.733976839,2,2,10.64823692
A066,Elkhorn,,Ambient,Pathogen,T1,DK_T1_Subsample_1_redo.csv,20.6295,25.6495,0.253851334,0.446184379,2,2,8.709214895
A069,Elkhorn,,Ambient,Placebo,T1,DK_T1_Subsample_1.csv,22.123,25.598,0.172534055,0.050911688,2,2,2.984610506
A069,Elkhorn,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.92,23.6875,0.04384062,0.129400541,2,2,1.827716958
A069,Elkhorn,,Ambient,Placebo,T1,DK_T1_Subsample_1_redo.csv,21.167,24.9,0.032526912,0.028284271,2,2,3.569056328
A077,Elkhorn,,NH4,Placebo,T1,DK_T1_Subsample_2.csv,22.3525,24.177,0.047376154,0.340825469,2,2,0.950687219
A077,Elkhorn,,NH4,Placebo,T1,DK_T1_Subsample_2_redo.csv,22.1295,23.4945,0.185969083,0.010606602,2,2,0.691376116
A091,U44,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.781,25.675,0.108894444,0.480832611,2,2,7.980851449
A091,U44,,Ambient,Placebo,T1,DK_T1_Subsample_2.csv,22.4185,26.851,0.102530483,0.135764502,2,2,5.795940043
A091,U44,,Ambient,Placebo,T1,DK_T1_Subsample_2_redo.csv,22.1,26.405,0.012727922,0.132936075,2,2,5.305698408
A100,Kelsey-1,,NH4,Pathogen,T1,DK_T1_Subsample_1.csv,22.645,24.0855,0.333754401,0.098287843,2,2,0.728521104
A100,Kelsey-1,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,21.037,22.018,0.135764502,2.153847255,2,2,0.529808418
A100,Kelsey-1,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.613,23.4425,0.096166522,0.098287843,2,2,0.953987766
A104,U44,,Ambient,Pathogen,T1,DK_T1_Subsample_1.csv,21.3715,27.338,0.072831998,0.783474314,2,2,16.78432567
A104,U44,,Ambient,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,20.529,26.0825,0.072124892,0.06151829,2,2,12.60603502
A104,U44,,Ambient,Pathogen,T1,DK_T1_Subsample_1_redo.csv,20.6385,26.2,0.335875721,0.120208153,2,2,12.67613189
A105,U44,,NH4,Placebo,T1,DK_T1_Subsample_2.csv,21.8525,23.874,0.511238203,0.053740115,2,2,1.089784344
A105,U44,,NH4,Placebo,T1,DK_T1_Subsample_2_redo.csv,22.179,23.4625,0.287085353,0.1251579,2,2,0.653401952
A110,U41,,Ambient,Pathogen,T1,DK_T1_Subsample_1.csv,21.815,25.6925,0.06363961,0.376887914,2,2,3.945047499
A110,U41,,Ambient,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,20.9645,25.1255,0.463154942,0.078488853,2,2,4.80169135
A110,U41,,Ambient,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.2345,25.27,0.419314321,0.247487373,2,2,4.401644624
A125,U41,,NH4,Pathogen,T1,DK_T1_Subsample_1.csv,22.168,25.997,0.052325902,0.005656854,2,2,3.814628787
A125,U41,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.8645,24.429,0.072831998,0.111722871,2,2,3.175629648
A125,U41,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,21.5035,25.4415,0.358503138,0.119501046,2,2,4.114002501
A152,K2,,NH4,Pathogen,T1,DK_T1_Subsample_1.csv,21.5585,25.766,0.0417193,0.028284271,2,2,4.95897747
A152,K2,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.5275,24.6195,0.127986327,0.915703282,2,2,4.577445378
A152,K2,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,20.784,25.1515,0.012727922,0.092630988,2,2,5.540601745
A154,K2,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,19.42,25.8435,0.106066017,0.475882864,2,2,23.03958253
A154,K2,,Ambient,Placebo,T1,DK_T1_Subsample_2.csv,20.8505,28.2465,0.222738636,0.253851334,2,2,45.20914319
A154,K2,,Ambient,Placebo,T1,DK_T1_Subsample_2_redo.csv,20.4455,27.545,0.060104076,0.552957503,2,2,36.81042932
A162,K2,,NH4,Placebo,T1,DK_T1_Subsample_2.csv,22.058,26.1005,0.367695526,0.355674711,2,2,4.423053433
A162,K2,,NH4,Placebo,T1,DK_T1_Subsample_2_redo.csv,21.8505,25.651,0.028991378,0.007071068,2,2,3.740011408
A175,FM19,,NH4,Pathogen,T1,DK_T1_Subsample_1.csv,22.724,26.9665,0.917824602,0.019091883,2,2,5.080754202
A175,FM19,,NH4,Pathogen,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.4855,24.7975,0.02192031,0.143542677,2,2,5.331504373
A175,FM19,,NH4,Pathogen,T1,DK_T1_Subsample_1_redo.csv,22.0675,26.196,1.371080049,0.022627417,2,2,4.694731568
A178,FM19,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.5035,23.0655,0.096873629,0.102530483,2,2,1.585065733
A178,FM19,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2.csv,22.32,24.7525,0.138592929,0.226981277,2,2,1.448985011
A178,FM19,"given placebo treatment in 1st infection trial, given pathogen treatment in 2nd infection trial",Ambient,Pathogen*,T1,DK_T1_Subsample_2_redo.csv,22.0225,24.155,0.096873629,0.12303658,2,2,1.176941547
A180,FM19,,Ambient,Pathogen,T1,DK_T1_Subsample_1.csv,21.473,25.611,0.021213203,0.213546248,2,2,4.725747905
A180,FM19,,Ambient,Pathogen,T1,DK_T1_Subsample_1_re extract_plate1.csv,20.586,24.688,0.104651804,0.138592929,2,2,4.609284029
A180,FM19,,Ambient,Pathogen,T1,DK_T1_Subsample_1_redo.csv,20.676,24.8035,0.091923882,0.088388348,2,2,4.691478555
A183,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,24.156,24.3695,0.240416306,0.236880772,2,2,0.311227764
A184,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,23.2925,24.1025,0.147785317,0.374059487,2,2,0.470590033
A185,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,24.601,23.893,1.158240908,0.065053824,2,2,0.164315749
A186,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,23.959,23.813,0.240416306,0.263043723,2,2,0.242581708
A186,FM19,,Ambient,Placebo,T1,DK_T1_Subsample_1_re extract_plate2.csv,20.2145,25.1385,0.10111627,0.057275649,2,2,8.148546103
A186,FM19,,Ambient,Placebo,T1,DK_T1_Subsample_2.csv,22.1285,26.9385,0.000707107,0.338704148,2,2,7.529440532
A186,FM19,,Ambient,Placebo,T1,DK_T1_Subsample_2_redo.csv,21.961,26.2665,0.155563492,0.112429978,2,2,5.307537542
A187,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,23.753,24.5025,0.298399062,0.877519515,2,2,0.451263711
A189,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,23.753,25.6175,0.073539105,0.119501046,2,2,0.977414675
A190,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,23.1695,24.281,0.323147799,0.429920923,2,2,0.579966981
A191,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,23.348,24.1585,0.015556349,0.280721392,2,2,0.470753156
A192,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,24.188,24.3025,0.316783838,0.690843325,2,2,0.290587121
A193,,,,,T0,DK_T1_Subsample_1_re extract_plate1.csv,22.7435,23.763,0.038890873,0.354967604,2,2,0.544137315
A004,Kelsey-1,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,23.567,24.4525,0.104651804,0.016263456,2,2,0.495873032
235,FM6,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.785,25.2605,0.03959798,0.023334524,2,2,1.492822536
A104,U44,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.321,26.871,0.048083261,0.10323759,2,2,6.287744828
A012,Kelsey-1,,Ambient,Placebo,T1,T1_Sub1_p1_NEWSYBR.csv,23.1225,25.731,0.161927453,0.016970563,2,2,1.63698678
A028,Cooper-9,,Ambient,Placebo,T1,T1_Sub1_p1_NEWSYBR.csv,22.9455,25.891,0.168998521,0.127279221,2,2,2.067722629
A047,Acerv2,,Ambient,Placebo,T1,T1_Sub1_p1_NEWSYBR.csv,22.9125,28.12,0.181726443,0.038183766,2,2,9.91795494
A069,Elkhorn,,Ambient,Placebo,T1,T1_Sub1_p1_NEWSYBR.csv,22.9645,25.546,0.112429978,0.159806133,2,2,1.606635512
A110,U41,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.783,25.963,0.090509668,0.022627417,2,2,2.432673446
A180,FM19,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.624,25.456,0.094752309,0.060811183,2,2,1.911284669
228,FM9,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.4605,24.6555,0.012020815,0.310419877,2,2,1.229049201
230,FM6,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.2935,25.3705,0.004949747,0.099702056,2,2,2.265049644
281,FM14,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.745,24.7185,0.132936075,0.055861436,2,2,1.054122601
A011,U44,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.29,24.265,0.035355339,0.223445743,2,2,1.055219164
A064,Elkhorn,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.6855,26.3535,0.060104076,0.054447222,2,2,3.411822685
A100,Kelsey-1,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,23.0325,24.423,0.075660426,0.625082395,2,2,0.703705001
A125,U41,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,23.0295,26.0125,0.103944697,0.111015765,2,2,2.12217359
A152,K2,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.5275,25.795,0.068589358,0.050911688,2,2,2.584782111
A175,FM19,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,23.064,27.067,0.130107648,0.106066017,2,2,4.303596058
A066,Elkhorn,,Ambient,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.7585,26.857,0.094045202,0.881055049,2,2,4.598115389
201,FM9,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.8265,24.096,0.211424928,0.053740115,2,2,0.647091966
289,FM14,,NH4,Pathogen,T1,T1_Sub1_p1_NEWSYBR.csv,22.932,25.3985,0.070710678,0.621546861,2,2,1.483538812
A087,Elkhorn,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,22.7085,26.413,1.207031275,0.793373808,2,2,3.499242556
A078,Elkhorn,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.6255,26.126,0.007778175,0.097580736,2,2,3.037833229
A102,U44,,NH4,Pathogen,T1,T1_Sub2_p1.csv,21.8495,25.288,0.072831998,0.110308658,2,2,2.910047437
A088,Elkhorn,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,21.8815,25.294,0.159099026,0.025455844,2,2,2.858072812
A095,Kelsey-1,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,22.538,24.364,0.130107648,0.001414214,2,2,0.951676183
A113,U44,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,21.825,29.181,0.042426407,0.353553391,2,2,43.9728968
A115,U41,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,22.6265,26.5985,0.053033009,0.068589358,2,2,4.212108709
A166,K2,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,21.686,27.8115,0.029698485,0.012020815,2,2,18.73991716
A181,FM19,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,21.491,26.3795,0.100409163,0.255265548,2,2,7.950483896
243,FM6,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,21.2685,24.481,0.392444264,0.070710678,2,2,2.488096896
264,FM14,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,22.553,25.756,0.113137085,0.069296465,2,2,2.471766856
A024,Cooper-9,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.1945,23.754,0.071417785,0.202232539,2,2,0.791160701
A067,U44,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.1345,26.3475,0.00212132,0.006363961,2,2,4.977918709
A075,Elkhorn,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.2255,25.2825,0.260922402,0.023334524,2,2,2.233866036
A057,Acerv2,,Ambient,Pathogen,T1,T1_Sub2_p1.csv,21.299,23.843,0.247487373,0.012727922,2,2,1.565412284
A116,U41,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.521,24.3425,0.14283557,0.077074639,2,2,0.948712375
A158,K2,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.0885,26.343,0.043133514,0.424264069,2,2,5.123190972
A184,FM19,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.258,26.535,0.073539105,0.172534055,2,2,5.2037176
202,FM9,,NH4,Pathogen,T1,T1_Sub2_p1.csv,22.1785,25.7545,0.103944697,0.057275649,2,2,3.201044362
265,FM14,,NH4,Pathogen,T1,T1_Sub2_p1.csv,21.342,24.8915,0.004242641,0.050204581,2,2,3.14278302
A179,FM19,,NH4,Pathogen,T1,T1_Sub2_p2.csv,23.2475,25.213,0.044547727,0.571342279,2,2,1.048293481
296,FM14,,NH4,Pathogen,T1,T1_Sub2_p2.csv,24.027,26.3115,0.033941125,0.047376154,2,2,1.307710026
A033,Cooper-9,,Ambient,Placebo,T1,T1_Sub2_p2.csv,24.0015,26.3055,0.033234019,0.922774349,2,2,1.325505513
A055,Acerv2,,Ambient,Placebo,T1,T1_Sub2_p2.csv,23.9845,26.0405,0.00212132,0.256679762,2,2,1.116159087
A103,Kelsey-1,,Ambient,Placebo,T1,T1_Sub2_p2.csv,24.8745,26.104,0.28779246,0.070710678,2,2,0.629397202
A109,U44,,Ambient,Placebo,T1,T1_Sub2_p2.csv,22.9045,27.7355,0.194454365,0.009192388,2,2,7.639841305
A120,U44,,Ambient,Placebo,T1,T1_Sub2_p2.csv,22.8775,29.085,0.003535534,0.140007143,2,2,19.83590988
A160,K2,,Ambient,Placebo,T1,T1_Sub2_p2.csv,22.0975,26.2165,0.08131728,0.034648232,2,2,4.663918799
A191,FM19,,Ambient,Placebo,T1,T1_Sub2_p2.csv,23.7175,27.368,0.219910209,0.073539105,2,2,3.370687012
250,FM6,,Ambient,Placebo,T1,T1_Sub2_p2.csv,23.009,25.0175,0.029698485,0.249608694,2,2,1.080008503
252,FM6,,Ambient,Placebo,T1,T1_Sub2_p2.csv,22.8685,26.5715,0.178898016,0.106773124,2,2,3.495606211
