23,B11,FALSE,21,Acerv,UNKNOWN,SYBR,None,25.762,25.611,0.214,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.981,N,N,N,N,74.005,,,
24,B12,FALSE,21,A,UNKNOWN,SYBR,None,21.458,21.473,0.021,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.936,N,N,N,N,85.502,,,
25,C1,FALSE,26,Acerv,UNKNOWN,SYBR,None,24.485,24.427,0.083,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.974,N,N,N,N,73.710,,,
26,C2,FALSE,26,A,UNKNOWN,SYBR,None,21.659,21.613,0.065,,,,,,,,TRUE,0.201,TRUE,3,16,Amp,,0.842,N,N,N,N,85.502,,,
27,C3,FALSE,26,Acerv,UNKNOWN,SYBR,None,24.369,24.427,0.083,,,,,,,,TRUE,0.417,TRUE,3,18,Amp,,0.978,N,N,N,N,74.152,,,
28,C4,FALSE,26,A,UNKNOWN,SYBR,None,21.567,21.613,0.065,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.911,N,N,N,N,85.797,,,
29,C5,FALSE,27,Acerv,UNKNOWN,SYBR,None,25.282,25.173,0.154,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.971,N,N,N,N,74.005,,,
30,C6,FALSE,27,A,UNKNOWN,SYBR,None,21.817,21.594,0.316,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.811,N,N,N,N,85.355,,,
31,C7,FALSE,27,Acerv,UNKNOWN,SYBR,None,25.064,25.173,0.154,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.977,N,N,N,N,74.152,,,
32,C8,FALSE,27,A,UNKNOWN,SYBR,None,21.370,21.594,0.316,,,,,,,,TRUE,0.201,TRUE,3,16,Amp,,0.892,N,N,N,N,85.649,,,
33,C9,FALSE,31,Acerv,UNKNOWN,SYBR,None,24.730,24.570,0.226,,,,,,,,TRUE,0.417,TRUE,3,18,Amp,,0.980,N,N,N,N,74.152,,,
34,C10,FALSE,31,A,UNKNOWN,SYBR,None,21.945,22.020,0.106,,,,,,,,TRUE,0.201,TRUE,3,15,Amp,,0.926,N,N,N,N,85.649,,,
35,C11,FALSE,31,Acerv,UNKNOWN,SYBR,None,24.410,24.570,0.226,,,,,,,,TRUE,0.417,TRUE,3,18,Amp,,0.984,N,N,N,N,74.005,,,
36,C12,FALSE,31,A,UNKNOWN,SYBR,None,22.095,22.020,0.106,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.935,N,N,N,N,85.502,,,
37,D1,FALSE,67,Acerv,UNKNOWN,SYBR,None,24.364,24.516,0.214,,,,,,,,TRUE,0.417,TRUE,3,17,Amp,,0.979,N,N,N,N,73.857,,,
38,D2,FALSE,67,A,UNKNOWN,SYBR,None,22.020,22.026,0.008,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.933,N,N,N,N,85.207,,,
39,D3,FALSE,67,Acerv,UNKNOWN,SYBR,None,24.667,24.516,0.214,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.983,N,N,N,N,73.857,,,
40,D4,FALSE,67,A,UNKNOWN,SYBR,None,22.032,22.026,0.008,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.952,N,N,N,N,85.649,,,
41,D5,FALSE,74,Acerv,UNKNOWN,SYBR,None,26.374,26.463,0.125,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.979,N,N,N,N,74.152,,,
42,D6,FALSE,74,A,UNKNOWN,SYBR,None,21.922,22.038,0.164,,,,,,,,TRUE,0.201,TRUE,3,16,Amp,,0.910,N,N,N,N,85.502,,,
43,D7,FALSE,74,Acerv,UNKNOWN,SYBR,None,26.552,26.463,0.125,,,,,,,,TRUE,0.417,TRUE,3,21,Amp,,0.982,N,N,N,N,74.005,,,
44,D8,FALSE,74,A,UNKNOWN,SYBR,None,22.154,22.038,0.164,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.936,N,N,N,N,85.502,,,
45,D9,FALSE,79,Acerv,UNKNOWN,SYBR,None,24.155,24.086,0.098,,,,,,,,TRUE,0.417,TRUE,3,18,Amp,,0.975,N,N,N,N,74.299,,,
46,D10,FALSE,79,A,UNKNOWN,SYBR,None,22.881,22.645,0.334,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.969,N,N,N,N,85.502,,,
47,D11,FALSE,79,Acerv,UNKNOWN,SYBR,None,24.016,24.086,0.098,,,,,,,,TRUE,0.417,TRUE,3,17,Amp,,0.983,N,N,N,N,74.152,,,
48,D12,FALSE,79,A,UNKNOWN,SYBR,None,22.409,22.645,0.334,,,,,,,,TRUE,0.201,TRUE,3,16,Amp,,0.926,N,N,N,N,85.502,,,
49,E1,FALSE,82,Acerv,UNKNOWN,SYBR,None,25.993,25.997,0.005,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.960,N,N,N,N,74.005,,,
50,E2,FALSE,82,A,UNKNOWN,SYBR,None,22.131,22.168,0.052,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.922,N,N,N,N,85.355,,,
51,E3,FALSE,82,Acerv,UNKNOWN,SYBR,None,26.001,25.997,0.005,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.981,N,N,N,N,74.152,,,
52,E4,FALSE,82,A,UNKNOWN,SYBR,None,22.205,22.168,0.052,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.950,N,N,N,N,85.797,,,
53,E5,FALSE,84,Acerv,UNKNOWN,SYBR,None,25.746,25.766,0.029,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.980,N,N,N,N,74.005,,,
54,E6,FALSE,84,A,UNKNOWN,SYBR,None,21.588,21.559,0.042,,,,,,,,TRUE,0.201,TRUE,3,16,Amp,,0.868,N,N,N,N,85.502,,,
55,E7,FALSE,84,Acerv,UNKNOWN,SYBR,None,25.786,25.766,0.029,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.981,N,N,N,N,74.152,,,
56,E8,FALSE,84,A,UNKNOWN,SYBR,None,21.529,21.559,0.042,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.895,N,N,N,N,85.502,,,
57,E9,FALSE,87,Acerv,UNKNOWN,SYBR,None,26.953,26.967,0.019,,,,,,,,TRUE,0.417,TRUE,3,21,Amp,,0.982,N,N,N,N,74.152,,,
58,E10,FALSE,87,A,UNKNOWN,SYBR,None,22.075,22.724,0.918,,,,,,,,TRUE,0.201,TRUE,3,16,Amp,,0.945,N,N,N,Y,85.649,,,
59,E11,FALSE,87,Acerv,UNKNOWN,SYBR,None,26.980,26.967,0.019,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.976,N,N,N,N,74.152,,,
60,E12,FALSE,87,A,UNKNOWN,SYBR,None,23.373,22.724,0.918,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.506,Y,Y,N,Y,85.502,76.953,,
61,F1,FALSE,90,Acerv,UNKNOWN,SYBR,None,24.374,24.356,0.025,,,,,,,,TRUE,0.417,TRUE,3,18,Amp,,0.977,N,N,N,N,73.857,,,
62,F2,FALSE,90,A,UNKNOWN,SYBR,None,22.399,22.332,0.095,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.936,N,N,N,N,85.355,,,
63,F3,FALSE,90,Acerv,UNKNOWN,SYBR,None,24.338,24.356,0.025,,,,,,,,TRUE,0.417,TRUE,3,18,Amp,,0.981,N,N,N,N,74.152,,,
64,F4,FALSE,90,A,UNKNOWN,SYBR,None,22.265,22.332,0.095,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.921,N,N,N,N,85.797,,,
65,F5,FALSE,97,Acerv,UNKNOWN,SYBR,None,24.908,24.989,0.114,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.975,N,N,N,N,74.152,,,
66,F6,FALSE,97,A,UNKNOWN,SYBR,None,22.226,22.214,0.016,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.897,N,N,N,N,85.502,,,
67,F7,FALSE,97,Acerv,UNKNOWN,SYBR,None,25.069,24.989,0.114,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.982,N,N,N,N,74.005,,,
68,F8,FALSE,97,A,UNKNOWN,SYBR,None,22.203,22.214,0.016,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.926,N,N,N,N,85.649,,,
69,F9,FALSE,125,Acerv,UNKNOWN,SYBR,None,25.330,25.212,0.167,,,,,,,,TRUE,0.417,TRUE,3,19,Amp,,0.981,N,N,N,N,74.152,,,
70,F10,FALSE,125,A,UNKNOWN,SYBR,None,22.009,22.012,0.004,,,,,,,,TRUE,0.201,TRUE,3,16,Amp,,0.926,N,N,N,N,85.502,,,
71,F11,FALSE,125,Acerv,UNKNOWN,SYBR,None,25.094,25.212,0.167,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.982,N,N,N,N,74.152,,,
72,F12,FALSE,125,A,UNKNOWN,SYBR,None,22.015,22.012,0.004,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.927,N,N,N,N,85.502,,,
73,G1,FALSE,131,Acerv,UNKNOWN,SYBR,None,25.807,25.769,0.054,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.981,N,N,N,N,73.562,,,
74,G2,FALSE,131,A,UNKNOWN,SYBR,None,22.483,22.594,0.157,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.926,N,N,N,N,85.502,,,
75,G3,FALSE,131,Acerv,UNKNOWN,SYBR,None,25.731,25.769,0.054,,,,,,,,TRUE,0.417,TRUE,3,21,Amp,,0.986,N,N,N,N,74.152,,,
76,G4,FALSE,131,A,UNKNOWN,SYBR,None,22.705,22.594,0.157,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.963,N,N,N,N,85.797,,,
77,G5,FALSE,134,Acerv,UNKNOWN,SYBR,None,26.233,26.028,0.290,,,,,,,,TRUE,0.417,TRUE,3,21,Amp,,0.934,N,N,N,N,74.152,,,
78,G6,FALSE,134,A,UNKNOWN,SYBR,None,23.245,23.158,0.123,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.983,N,N,N,N,85.502,,,
79,G7,FALSE,134,Acerv,UNKNOWN,SYBR,None,25.823,26.028,0.290,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.981,N,N,N,N,74.152,,,
80,G8,FALSE,134,A,UNKNOWN,SYBR,None,23.071,23.158,0.123,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.982,N,N,N,N,85.502,,,
81,G9,FALSE,136,Acerv,UNKNOWN,SYBR,None,27.892,28.029,0.193,,,,,,,,TRUE,0.417,TRUE,3,22,Amp,,0.985,N,N,N,N,74.152,,,
82,G10,FALSE,136,A,UNKNOWN,SYBR,None,22.726,22.694,0.046,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.980,N,N,N,N,85.502,,,
83,G11,FALSE,136,Acerv,UNKNOWN,SYBR,None,28.165,28.029,0.193,,,,,,,,TRUE,0.417,TRUE,3,22,Amp,,0.948,N,N,N,N,74.152,,,
84,G12,FALSE,136,A,UNKNOWN,SYBR,None,22.662,22.694,0.046,,,,,,,,TRUE,0.201,TRUE,3,18,Amp,,0.971,N,N,N,N,85.502,,,
85,H1,FALSE,+,Acerv,UNKNOWN,SYBR,None,8.699,8.894,0.276,,,,,,,,TRUE,0.417,TRUE,3,4,Amp,,0.941,N,N,N,N,73.857,,,
86,H2,FALSE,+,A,UNKNOWN,SYBR,None,8.100,8.335,0.333,,,,,,,,TRUE,0.201,TRUE,3,4,Amp,,0.583,Y,N,N,N,85.355,,,
87,H3,FALSE,139,Acerv,UNKNOWN,SYBR,None,25.634,25.598,0.051,,,,,,,,TRUE,0.417,TRUE,3,18,Amp,,0.965,N,N,N,N,74.005,,,
88,H4,FALSE,139,A,UNKNOWN,SYBR,None,22.001,22.123,0.173,,,,,,,,TRUE,0.201,TRUE,3,17,Amp,,0.918,N,N,N,N,85.649,,,
89,H5,FALSE,139,Acerv,UNKNOWN,SYBR,None,25.562,25.598,0.051,,,,,,,,TRUE,0.417,TRUE,3,20,Amp,,0.984,N,N,N,N,74.005,,,
90,H6,FALSE,139,A,UNKNOWN,SYBR,None,22.245,22.123,0.173,,,,,,,,TRUE,0.201,TRUE,3,15,Amp,,0.929,N,N,N,N,85.502,,,
91,H7,FALSE,NEC,Acerv,NTC,SYBR,None,38.316,,,,,,,,,,TRUE,0.417,TRUE,3,31,Inconclusive,,0.924,N,N,N,N,75.184,,,
92,H8,FALSE,NEC,A,NTC,SYBR,None,34.436,,,,,,,,,,TRUE,0.201,TRUE,3,29,Amp,,0.967,N,Y,Y,N,85.649,76.953,,
93,H9,FALSE,NEC,Acerv,NTC,SYBR,None,35.237,,,,,,,,,,TRUE,0.417,TRUE,3,29,Amp,,0.986,N,N,N,N,74.005,,,
94,H10,FALSE,NEC,A,NTC,SYBR,None,36.683,,,,,,,,,,TRUE,0.201,TRUE,3,32,Inconclusive,,0.927,N,Y,N,N,85.649,66.782,,
95,H11,FALSE,NTC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.417,TRUE,3,39,No Amp,,0.000,N,N,N,N,60.001,,,
96,H12,FALSE,NTC,A,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.201,TRUE,3,39,No Amp,,0.000,N,N,N,N,60.001,,,
