23,B11,FALSE,21,Acerv,UNKNOWN,SYBR,None,24.786,24.688,0.139,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.978,N,N,N,N,73.415,,,
24,B12,FALSE,21,A,UNKNOWN,SYBR,None,20.512,20.586,0.105,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.964,N,N,N,N,85.356,,,
25,C1,FALSE,26,Acerv,UNKNOWN,SYBR,None,23.749,23.620,0.182,,,,,,,,TRUE,0.092,TRUE,3,19,Amp,,0.954,N,N,N,N,73.417,,,
26,C2,FALSE,26,A,UNKNOWN,SYBR,None,20.410,20.350,0.085,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.926,N,N,N,N,85.211,,,
27,C3,FALSE,26,Acerv,UNKNOWN,SYBR,None,23.491,23.620,0.182,,,,,,,,TRUE,0.092,TRUE,3,19,Amp,,0.961,N,N,N,N,73.555,,,
28,C4,FALSE,26,A,UNKNOWN,SYBR,None,20.290,20.350,0.085,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.966,N,N,N,N,85.635,,,
29,C5,FALSE,27,Acerv,UNKNOWN,SYBR,None,24.496,24.266,0.325,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.954,N,N,N,N,73.403,,,
30,C6,FALSE,27,A,UNKNOWN,SYBR,None,19.983,20.121,0.195,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.926,N,N,N,N,85.332,,,
31,C7,FALSE,27,Acerv,UNKNOWN,SYBR,None,24.036,24.266,0.325,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.983,N,N,N,N,73.554,,,
32,C8,FALSE,27,A,UNKNOWN,SYBR,None,20.259,20.121,0.195,,,,,,,,TRUE,0.118,TRUE,3,17,Amp,,0.960,N,N,N,N,85.486,,,
33,C9,FALSE,31,Acerv,UNKNOWN,SYBR,None,24.632,24.210,0.597,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.793,Y,N,Y,N,73.568,,,
34,C10,FALSE,31,A,UNKNOWN,SYBR,None,20.557,20.640,0.118,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.961,N,N,N,N,85.661,,,
35,C11,FALSE,31,Acerv,UNKNOWN,SYBR,None,23.788,24.210,0.597,,,,,,,,TRUE,0.092,TRUE,3,19,Amp,,0.989,N,N,Y,N,73.563,,,
36,C12,FALSE,31,A,UNKNOWN,SYBR,None,20.723,20.640,0.118,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.955,N,N,N,N,85.504,,,
37,D1,FALSE,67,Acerv,UNKNOWN,SYBR,None,23.621,23.751,0.184,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.924,N,N,N,N,73.417,,,
38,D2,FALSE,67,A,UNKNOWN,SYBR,None,20.266,20.399,0.188,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.957,N,N,N,N,85.358,,,
39,D3,FALSE,67,Acerv,UNKNOWN,SYBR,None,23.881,23.751,0.184,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.971,N,N,N,N,73.555,,,
40,D4,FALSE,67,A,UNKNOWN,SYBR,None,20.532,20.399,0.188,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.971,N,N,N,N,85.488,,,
41,D5,FALSE,74,Acerv,UNKNOWN,SYBR,None,25.748,25.589,0.226,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.949,N,N,N,N,73.403,,,
42,D6,FALSE,74,A,UNKNOWN,SYBR,None,20.441,20.595,0.218,,,,,,,,TRUE,0.118,TRUE,3,16,Amp,,0.963,N,N,N,N,85.332,,,
43,D7,FALSE,74,Acerv,UNKNOWN,SYBR,None,25.429,25.589,0.226,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.992,N,N,N,N,73.406,,,
44,D8,FALSE,74,A,UNKNOWN,SYBR,None,20.750,20.595,0.218,,,,,,,,TRUE,0.118,TRUE,3,17,Amp,,0.976,N,N,N,N,85.338,,,
45,D9,FALSE,79,Acerv,UNKNOWN,SYBR,None,20.495,22.018,2.154,,,,,,,,TRUE,0.092,TRUE,3,17,Amp,,0.525,Y,N,Y,N,73.568,,,
46,D10,FALSE,79,A,UNKNOWN,SYBR,None,21.133,21.037,0.136,,,,,,,,TRUE,0.118,TRUE,3,17,Amp,,0.928,N,N,N,N,85.513,,,
47,D11,FALSE,79,Acerv,UNKNOWN,SYBR,None,23.541,22.018,2.154,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.912,N,N,Y,N,73.563,,,
48,D12,FALSE,79,A,UNKNOWN,SYBR,None,20.941,21.037,0.136,,,,,,,,TRUE,0.118,TRUE,3,17,Amp,,0.964,N,N,N,N,85.356,,,
49,E1,FALSE,A183,Acerv,UNKNOWN,SYBR,None,24.537,24.369,0.237,,,,,,,,TRUE,0.092,TRUE,3,19,Amp,,0.954,N,N,N,N,73.417,,,
50,E2,FALSE,A183,A,UNKNOWN,SYBR,None,24.326,24.156,0.240,,,,,,,,TRUE,0.118,TRUE,3,20,Amp,,0.973,N,N,N,N,85.358,,,
51,E3,FALSE,A183,Acerv,UNKNOWN,SYBR,None,24.202,24.369,0.237,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.972,N,N,N,N,73.555,,,
52,E4,FALSE,A183,A,UNKNOWN,SYBR,None,23.986,24.156,0.240,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.981,N,N,N,N,85.488,,,
53,E5,FALSE,A184,Acerv,UNKNOWN,SYBR,None,24.367,24.103,0.374,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.945,N,N,N,N,73.403,,,
54,E6,FALSE,A184,A,UNKNOWN,SYBR,None,23.188,23.292,0.148,,,,,,,,TRUE,0.118,TRUE,3,18,Amp,,0.968,N,N,N,N,85.332,,,
55,E7,FALSE,A184,Acerv,UNKNOWN,SYBR,None,23.838,24.103,0.374,,,,,,,,TRUE,0.092,TRUE,3,18,Amp,,0.985,N,N,N,N,73.554,,,
56,E8,FALSE,A184,A,UNKNOWN,SYBR,None,23.397,23.292,0.148,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.970,N,N,N,N,85.338,,,
57,E9,FALSE,A185,Acerv,UNKNOWN,SYBR,None,23.847,23.893,0.065,,,,,,,,TRUE,0.092,TRUE,3,19,Amp,,0.992,N,N,N,N,73.568,,,
58,E10,FALSE,A185,A,UNKNOWN,SYBR,None,23.782,24.601,1.159,,,,,,,,TRUE,0.118,TRUE,3,18,Amp,,0.972,N,N,Y,N,85.513,,,
59,E11,FALSE,A185,Acerv,UNKNOWN,SYBR,None,23.939,23.893,0.065,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.979,N,N,N,N,73.563,,,
60,E12,FALSE,A185,A,UNKNOWN,SYBR,None,25.420,24.601,1.159,,,,,,,,TRUE,0.118,TRUE,3,21,Amp,,0.656,Y,N,Y,Y,85.356,76.659,,
61,F1,FALSE,A186,Acerv,UNKNOWN,SYBR,None,23.627,23.813,0.263,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.898,N,N,N,N,73.417,,,
62,F2,FALSE,A186,A,UNKNOWN,SYBR,None,23.789,23.959,0.240,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.970,N,N,N,N,85.358,,,
63,F3,FALSE,A186,Acerv,UNKNOWN,SYBR,None,23.999,23.813,0.263,,,,,,,,TRUE,0.092,TRUE,3,19,Amp,,0.910,N,N,N,N,73.407,,,
64,F4,FALSE,A186,A,UNKNOWN,SYBR,None,24.129,23.959,0.240,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.965,N,N,N,N,85.340,,,
65,F5,FALSE,A187,Acerv,UNKNOWN,SYBR,None,23.882,24.502,0.878,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.979,N,N,Y,N,73.403,,,
66,F6,FALSE,A187,A,UNKNOWN,SYBR,None,23.964,23.753,0.298,,,,,,,,TRUE,0.118,TRUE,3,20,Amp,,0.987,N,N,N,N,85.184,,,
67,F7,FALSE,A187,Acerv,UNKNOWN,SYBR,None,25.123,24.502,0.878,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.882,N,N,Y,Y,73.554,78.415,,
68,F8,FALSE,A187,A,UNKNOWN,SYBR,None,23.542,23.753,0.298,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.971,N,N,N,N,85.486,,,
69,F9,FALSE,A189,Acerv,UNKNOWN,SYBR,None,25.702,25.618,0.120,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.994,N,N,N,N,73.568,,,
70,F10,FALSE,A189,A,UNKNOWN,SYBR,None,23.805,23.753,0.073,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.981,N,N,N,N,85.366,,,
71,F11,FALSE,A189,Acerv,UNKNOWN,SYBR,None,25.533,25.618,0.120,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.980,N,N,N,N,73.415,,,
72,F12,FALSE,A189,A,UNKNOWN,SYBR,None,23.701,23.753,0.073,,,,,,,,TRUE,0.118,TRUE,3,20,Amp,,0.980,N,N,N,N,85.504,,,
73,G1,FALSE,A190,Acerv,UNKNOWN,SYBR,None,23.977,24.281,0.430,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.972,N,N,N,N,73.269,,,
74,G2,FALSE,A190,A,UNKNOWN,SYBR,None,22.941,23.169,0.323,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.969,N,N,N,N,85.358,,,
75,G3,FALSE,A190,Acerv,UNKNOWN,SYBR,None,24.585,24.281,0.430,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.904,N,N,N,N,73.555,,,
76,G4,FALSE,A190,A,UNKNOWN,SYBR,None,23.398,23.169,0.323,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.895,N,N,N,N,85.488,,,
77,G5,FALSE,A191,Acerv,UNKNOWN,SYBR,None,24.357,24.158,0.281,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.984,N,N,N,N,73.403,,,
78,G6,FALSE,A191,A,UNKNOWN,SYBR,None,23.359,23.348,0.015,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.968,N,N,N,N,85.332,,,
79,G7,FALSE,A191,Acerv,UNKNOWN,SYBR,None,23.960,24.158,0.281,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.977,N,N,N,N,73.554,,,
80,G8,FALSE,A191,A,UNKNOWN,SYBR,None,23.337,23.348,0.015,,,,,,,,TRUE,0.118,TRUE,3,19,Amp,,0.974,N,N,N,N,85.486,,,
81,G9,FALSE,A192,Acerv,UNKNOWN,SYBR,None,24.791,24.302,0.691,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.992,N,N,Y,N,73.568,,,
82,G10,FALSE,A192,A,UNKNOWN,SYBR,None,24.412,24.188,0.317,,,,,,,,TRUE,0.118,TRUE,3,21,Amp,,0.968,N,N,N,N,85.366,,,
83,G11,FALSE,A192,Acerv,UNKNOWN,SYBR,None,23.814,24.302,0.691,,,,,,,,TRUE,0.092,TRUE,3,20,Amp,,0.960,N,N,Y,N,73.563,,,
84,G12,FALSE,A192,A,UNKNOWN,SYBR,None,23.964,24.188,0.317,,,,,,,,TRUE,0.118,TRUE,3,18,Amp,,0.962,N,N,N,N,85.504,,,
85,H1,FALSE,+,Acerv,UNKNOWN,SYBR,None,7.263,7.402,0.197,,,,,,,,TRUE,0.092,TRUE,3,4,Amp,,0.777,Y,N,N,N,73.417,,,
86,H2,FALSE,+,A,UNKNOWN,SYBR,None,7.848,7.856,0.011,,,,,,,,TRUE,0.118,TRUE,3,5,Amp,,0.833,N,N,N,N,85.211,,,
87,H3,FALSE,A193,Acerv,UNKNOWN,SYBR,None,23.512,23.763,0.355,,,,,,,,TRUE,0.092,TRUE,3,19,Amp,,0.984,N,N,N,N,73.407,,,
88,H4,FALSE,A193,A,UNKNOWN,SYBR,None,22.771,22.743,0.039,,,,,,,,TRUE,0.118,TRUE,3,18,Amp,,0.972,N,N,N,N,85.488,,,
89,H5,FALSE,A193,Acerv,UNKNOWN,SYBR,None,24.014,23.763,0.355,,,,,,,,TRUE,0.092,TRUE,3,21,Amp,,0.949,N,N,N,N,73.403,,,
90,H6,FALSE,A193,A,UNKNOWN,SYBR,None,22.716,22.743,0.039,,,,,,,,TRUE,0.118,TRUE,3,18,Amp,,0.977,N,N,N,N,85.479,,,
91,H7,FALSE,NEC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.092,TRUE,3,39,No Amp,,0.000,N,N,N,N,60.001,,,
92,H8,FALSE,NEC,A,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.118,TRUE,3,35,No Amp,,0.000,N,N,N,Y,76.500,86.664,91.526,83.423
93,H9,FALSE,NEC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.092,TRUE,3,39,No Amp,,0.000,N,N,N,N,61.476,,,
94,H10,FALSE,NEC,A,NTC,SYBR,None,33.306,,,,,,,,,,TRUE,0.118,TRUE,3,28,Amp,,0.990,N,Y,N,N,74.896,,,
95,H11,FALSE,NTC,Acerv,NTC,SYBR,None,39.144,,,,,,,,,,TRUE,0.092,TRUE,3,35,No Amp,,0.000,N,N,N,Y,74.447,89.189,80.934,
96,H12,FALSE,NTC,A,NTC,SYBR,None,32.528,,,,,,,,,,TRUE,0.118,TRUE,3,28,Amp,,0.911,N,Y,N,Y,79.312,85.504,,
