24,B12,FALSE,15,A,UNKNOWN,SYBR,None,21.855,21.825,0.043,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.961,N,N,N,87.853,,,
25,C1,FALSE,16,Acerv,UNKNOWN,SYBR,None,26.550,26.598,0.069,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.961,N,N,N,75.179,,,
26,C2,FALSE,16,A,UNKNOWN,SYBR,None,22.589,22.626,0.054,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.980,N,N,N,87.706,,,
27,C3,FALSE,16,Acerv,UNKNOWN,SYBR,None,26.647,26.598,0.069,,,,,,,,TRUE,0.166,TRUE,3,22,Amp,,0.963,N,N,N,75.312,,,
28,C4,FALSE,16,A,UNKNOWN,SYBR,None,22.664,22.626,0.054,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.976,N,N,N,87.827,,,
29,C5,FALSE,19,Acerv,UNKNOWN,SYBR,None,27.803,27.812,0.012,,,,,,,,TRUE,0.166,TRUE,3,22,Amp,,0.961,N,N,N,75.009,,,
30,C6,FALSE,19,A,UNKNOWN,SYBR,None,21.665,21.686,0.030,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.991,N,N,N,87.663,,,
31,C7,FALSE,19,Acerv,UNKNOWN,SYBR,None,27.820,27.812,0.012,,,,,,,,TRUE,0.166,TRUE,3,23,Amp,,0.965,N,N,N,75.166,,,
32,C8,FALSE,19,A,UNKNOWN,SYBR,None,21.707,21.686,0.030,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.981,N,N,N,87.681,,,
33,C9,FALSE,22,Acerv,UNKNOWN,SYBR,None,26.560,26.380,0.256,,,,,,,,TRUE,0.166,TRUE,3,22,Amp,,0.965,N,N,N,75.332,,,
34,C10,FALSE,22,A,UNKNOWN,SYBR,None,21.420,21.491,0.101,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.974,N,N,N,87.862,,,
35,C11,FALSE,22,Acerv,UNKNOWN,SYBR,None,26.199,26.380,0.256,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.971,N,N,N,75.179,,,
36,C12,FALSE,22,A,UNKNOWN,SYBR,None,21.562,21.491,0.101,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.963,N,N,N,87.705,,,
37,D1,FALSE,28,Acerv,UNKNOWN,SYBR,None,24.531,24.481,0.071,,,,,,,,TRUE,0.166,TRUE,3,19,Amp,,0.965,N,N,N,75.179,,,
38,D2,FALSE,28,A,UNKNOWN,SYBR,None,21.546,21.268,0.392,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.976,N,N,N,87.558,,,
39,D3,FALSE,28,Acerv,UNKNOWN,SYBR,None,24.431,24.481,0.071,,,,,,,,TRUE,0.166,TRUE,3,19,Amp,,0.968,N,N,N,75.312,,,
40,D4,FALSE,28,A,UNKNOWN,SYBR,None,20.991,21.268,0.392,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.972,N,N,N,87.680,,,
41,D5,FALSE,30,Acerv,UNKNOWN,SYBR,None,25.805,25.756,0.069,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.969,N,N,N,75.156,,,
42,D6,FALSE,30,A,UNKNOWN,SYBR,None,22.633,22.553,0.113,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.979,N,N,N,87.663,,,
43,D7,FALSE,30,Acerv,UNKNOWN,SYBR,None,25.707,25.756,0.069,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.973,N,N,N,75.166,,,
44,D8,FALSE,30,A,UNKNOWN,SYBR,None,22.473,22.553,0.113,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.980,N,N,N,87.681,,,
45,D9,FALSE,32,Acerv,UNKNOWN,SYBR,None,24.633,24.594,0.055,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.974,N,N,N,75.332,,,
46,D10,FALSE,32,A,UNKNOWN,SYBR,None,21.081,21.130,0.070,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.974,N,N,N,87.862,,,
47,D11,FALSE,32,Acerv,UNKNOWN,SYBR,None,24.555,24.594,0.055,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.975,N,N,N,75.179,,,
48,D12,FALSE,32,A,UNKNOWN,SYBR,None,21.179,21.130,0.070,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.968,N,N,N,87.705,,,
49,E1,FALSE,70,Acerv,UNKNOWN,SYBR,None,23.611,23.754,0.202,,,,,,,,TRUE,0.166,TRUE,3,19,Amp,,0.973,N,N,N,75.179,,,
50,E2,FALSE,70,A,UNKNOWN,SYBR,None,22.144,22.194,0.071,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.980,N,N,N,87.558,,,
51,E3,FALSE,70,Acerv,UNKNOWN,SYBR,None,23.897,23.754,0.202,,,,,,,,TRUE,0.166,TRUE,3,19,Amp,,0.970,N,N,N,75.312,,,
52,E4,FALSE,70,A,UNKNOWN,SYBR,None,22.245,22.194,0.071,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.974,N,N,N,87.680,,,
53,E5,FALSE,75,Acerv,UNKNOWN,SYBR,None,26.343,26.348,0.006,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.972,N,N,N,75.156,,,
54,E6,FALSE,75,A,UNKNOWN,SYBR,None,22.133,22.135,0.002,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.981,N,N,N,87.515,,,
55,E7,FALSE,75,Acerv,UNKNOWN,SYBR,None,26.352,26.348,0.006,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.967,N,N,N,75.166,,,
56,E8,FALSE,75,A,UNKNOWN,SYBR,None,22.136,22.135,0.002,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.972,N,N,N,87.681,,,
57,E9,FALSE,77,Acerv,UNKNOWN,SYBR,None,25.266,25.283,0.024,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.975,N,N,N,75.332,,,
58,E10,FALSE,77,A,UNKNOWN,SYBR,None,22.041,22.225,0.261,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.972,N,N,N,87.715,,,
59,E11,FALSE,77,Acerv,UNKNOWN,SYBR,None,25.299,25.283,0.024,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.967,N,N,N,75.179,,,
60,E12,FALSE,77,A,UNKNOWN,SYBR,None,22.410,22.225,0.261,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.952,N,N,N,87.705,,,
61,F1,FALSE,80,Acerv,UNKNOWN,SYBR,None,24.288,24.343,0.077,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.968,N,N,N,75.032,,,
62,F2,FALSE,80,A,UNKNOWN,SYBR,None,22.420,22.521,0.143,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.978,N,N,N,87.558,,,
63,F3,FALSE,80,Acerv,UNKNOWN,SYBR,None,24.397,24.343,0.077,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.964,N,N,N,75.165,,,
64,F4,FALSE,80,A,UNKNOWN,SYBR,None,22.622,22.521,0.143,,,,,,,,TRUE,0.231,TRUE,3,18,Amp,,0.969,N,N,N,87.680,,,
65,F5,FALSE,85,Acerv,UNKNOWN,SYBR,None,26.043,26.343,0.425,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.968,N,N,N,75.156,,,
66,F6,FALSE,85,A,UNKNOWN,SYBR,None,22.058,22.089,0.043,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.973,N,N,N,87.515,,,
67,F7,FALSE,85,Acerv,UNKNOWN,SYBR,None,26.643,26.343,0.425,,,,,,,,TRUE,0.166,TRUE,3,22,Amp,,0.937,N,N,N,75.166,,,
68,F8,FALSE,85,A,UNKNOWN,SYBR,None,22.119,22.089,0.043,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.981,N,N,N,87.681,,,
69,F9,FALSE,88,Acerv,UNKNOWN,SYBR,None,26.657,26.535,0.173,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.982,N,N,N,75.184,,,
70,F10,FALSE,88,A,UNKNOWN,SYBR,None,22.206,22.258,0.074,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.986,N,N,N,87.715,,,
71,F11,FALSE,88,Acerv,UNKNOWN,SYBR,None,26.413,26.535,0.173,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.964,N,N,N,75.179,,,
72,F12,FALSE,88,A,UNKNOWN,SYBR,None,22.310,22.258,0.074,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.965,N,N,N,87.705,,,
73,G1,FALSE,91,Acerv,UNKNOWN,SYBR,None,25.714,25.755,0.057,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.962,N,N,N,75.032,,,
74,G2,FALSE,91,A,UNKNOWN,SYBR,None,22.105,22.179,0.104,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.979,N,N,N,87.558,,,
75,G3,FALSE,91,Acerv,UNKNOWN,SYBR,None,25.795,25.755,0.057,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.961,N,N,N,75.165,,,
76,G4,FALSE,91,A,UNKNOWN,SYBR,None,22.252,22.179,0.104,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.973,N,N,N,87.680,,,
77,G5,FALSE,96,Acerv,UNKNOWN,SYBR,None,24.927,24.892,0.050,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.971,N,N,N,75.156,,,
78,G6,FALSE,96,A,UNKNOWN,SYBR,None,21.339,21.342,0.005,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.980,N,N,N,87.515,,,
79,G7,FALSE,96,Acerv,UNKNOWN,SYBR,None,24.856,24.892,0.050,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.967,N,N,N,75.166,,,
80,G8,FALSE,96,A,UNKNOWN,SYBR,None,21.345,21.342,0.005,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.971,N,N,N,87.681,,,
81,G9,FALSE,106,Acerv,UNKNOWN,SYBR,None,26.057,26.126,0.098,,,,,,,,TRUE,0.166,TRUE,3,22,Amp,,0.959,N,N,N,75.184,,,
82,G10,FALSE,106,A,UNKNOWN,SYBR,None,22.620,22.625,0.008,,,,,,,,TRUE,0.231,TRUE,3,18,Amp,,0.960,N,N,N,87.715,,,
83,G11,FALSE,106,Acerv,UNKNOWN,SYBR,None,26.195,26.126,0.098,,,,,,,,TRUE,0.166,TRUE,3,22,Amp,,0.974,N,N,N,75.179,,,
84,G12,FALSE,106,A,UNKNOWN,SYBR,None,22.631,22.625,0.008,,,,,,,,TRUE,0.231,TRUE,3,18,Amp,,0.971,N,N,N,87.705,,,
85,H1,FALSE,+,Acerv,UNKNOWN,SYBR,None,18.581,18.954,0.528,,,,,,,,TRUE,0.166,TRUE,3,14,Amp,,0.963,N,N,Y,75.032,,,
86,H2,FALSE,+,A,UNKNOWN,SYBR,None,8.644,8.846,0.286,,,,,,,,TRUE,0.231,TRUE,3,4,Amp,,0.961,N,N,N,87.558,,,
87,H3,FALSE,109,Acerv,UNKNOWN,SYBR,None,25.210,25.288,0.111,,,,,,,,TRUE,0.166,TRUE,3,20,Amp,,0.969,N,N,N,75.165,,,
88,H4,FALSE,109,A,UNKNOWN,SYBR,None,21.798,21.849,0.073,,,,,,,,TRUE,0.231,TRUE,3,16,Amp,,0.974,N,N,N,87.680,,,
89,H5,FALSE,109,Acerv,UNKNOWN,SYBR,None,25.366,25.288,0.111,,,,,,,,TRUE,0.166,TRUE,3,21,Amp,,0.968,N,N,N,75.009,,,
90,H6,FALSE,109,A,UNKNOWN,SYBR,None,21.901,21.849,0.073,,,,,,,,TRUE,0.231,TRUE,3,17,Amp,,0.974,N,N,N,87.515,,,
91,H7,FALSE,NEC,Acerv,NTC,SYBR,None,37.661,,,,,,,,,,TRUE,0.166,TRUE,3,32,Inconclusive,,0.868,N,N,N,76.050,,,
92,H8,FALSE,NEC,A,NTC,SYBR,None,36.359,,,,,,,,,,TRUE,0.231,TRUE,3,30,Amp,,0.948,N,N,N,82.528,,,
93,H9,FALSE,NEC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.166,TRUE,3,39,No Amp,,0.000,Y,N,N,82.113,85.651,76.216,90.811
94,H10,FALSE,NEC,A,NTC,SYBR,None,30.658,,,,,,,,,,TRUE,0.231,TRUE,3,25,Amp,,0.978,Y,Y,N,83.587,87.862,,
95,H11,FALSE,NTC,Acerv,NTC,SYBR,None,Undetermined,,,,,,,,,,TRUE,0.166,TRUE,3,39,No Amp,,0.000,N,N,N,60.737,,,
96,H12,FALSE,NTC,A,NTC,SYBR,None,36.544,,,,,,,,,,TRUE,0.231,TRUE,3,31,Amp,,0.880,Y,N,N,84.169,78.421,,
